種類,,icon,名前,継承元,URL,使いそう度,使いそう度,❓よく知らない,一言で,概要、こういうときに使う,翻訳から編集したかどうか,en,概要ja,2D　のゲームで使うかも,3D　のゲームで使うかも,VR,UI,Data,Image,Audio,Physic,Anim,Shader,Editor,Base
Resource,,Mesh,Mesh,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,頂点アレイベースのジオメトリを含む[リソース]。,,A [Resource] that contains vertex array-based geometry.,頂点アレイベースのジオメトリを含む[リソース]。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MeshDataTool,RefCounted                < Object,📑,⭐,1,❓,,[メッシュ]データにアクセスして編集するヘルパーツール。,,Helper tool to access and edit [Mesh] data.,[メッシュ]データにアクセスして編集するヘルパーツール。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,MeshInstance2D,MeshInstance2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐,3,❓,,[メッシュ]を2dに表示するために使用されるノード。,,Node used for displaying a [Mesh] in 2D.,[メッシュ]を2dに表示するために使用されるノード。,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,MeshInstance3D,MeshInstance3D,GeometryInstance3D                < VisualInstance3D < Node3D < Node < Object,📑,⭐⭐⭐⭐⭐,5,❓,,インスタンスのノードは、シナリオにメッシュします。,,Node that instances meshes into a scenario.,インスタンスのノードは、シナリオにメッシュします。,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,MeshLibrary,MeshLibrary,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,メッシュのライブラリ。,,Library of meshes.,メッシュのライブラリ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,MeshTexture,MeshTexture,Texture2D                < Texture < Resource < RefCounted < Object,📑,⭐⭐⭐,3,,,メッシュを使用して自分自身を描画するシンプルなテクスチャー。,,Simple texture that uses a mesh to draw itself.,メッシュを使用して自分自身を描画するシンプルなテクスチャー。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MethodTweener,Tweener                < RefCounted < Object,📑,⭐⭐⭐,3,,,抽象値を補間し、時間の経過とともに呼び出された方法に供給します。,,Interpolates an abstract value and supplies it to a method called over time.,抽象値を補間し、時間の経過とともに呼び出された方法に供給します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Node,,MissingNode,MissingNode,Node                < Object,📑,⭐,1,,,これは、未知のタイプのノードのデータを保持するための内部エディタークラスです。,,This is an internal editor class intended for keeping data of nodes of unknown type.,これは、未知のタイプのノードのデータを保持するための内部エディタークラスです。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resource,,MissingResource,MissingResource,Resource                < RefCounted < Object,📑,⭐,1,,,これは、未知のタイプのリソースのデータを保持するための内部エディタークラスです。,,This is an internal editor class intended for keeping data of resources of unknown type.,これは、未知のタイプのリソースのデータを保持するための内部エディタークラスです。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
OtherObject,,Object,MobileVRInterface,なし,📑,⭐⭐,2,❓,,一般的なモバイルVR実装。,,Generic mobile VR implementation.,一般的なモバイルVR実装。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MovieWriter,Object,📑,⭐⭐,2,,,非リアルタイムビデオ録画エンコーダーの抽象クラス。,,Abstract class for non-real-time video recording encoders.,非リアルタイムビデオ録画エンコーダーの抽象クラス。,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Resource,,MultiMesh,MultiMesh,Resource                < RefCounted < Object,📑,⭐⭐⭐,3,,,GPUインスタンスを使用して、メッシュの高性能図面を複数回提供します。,,Provides high-performance drawing of a mesh multiple times using GPU instancing.,GPUインスタンスを使用して、メッシュの高性能図面を複数回提供します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,MultiMeshInstance2D,MultiMeshInstance2D,Node2D                < CanvasItem < Node < Object,📑,⭐,1,❓,,2dに[Multimesh]をインスタンスするノード。,,Node that instances a [MultiMesh] in 2D.,2dに[Multimesh]をインスタンスするノード。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,MultiMeshInstance3D,MultiMeshInstance3D,GeometryInstance3D                < VisualInstance3D < Node3D < Node < Object,📑,⭐⭐⭐,3,❓,,[Multimesh]をインスタンスするノード。,,Node that instances a [MultiMesh].,[Multimesh]をインスタンスするノード。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MultiplayerAPI,RefCounted                < Object,📑,⭐⭐⭐⭐,4,❓,,高レベルのマルチプレイヤーAPIインターフェイス。,,High-level multiplayer API interface.,高レベルのマルチプレイヤーAPIインターフェイス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MultiplayerAPIExtension,MultiplayerAPI                < RefCounted < Object,📑,⭐,1,❓,,[Multiplayerapi]の拡張に使用される基本クラス。,,Base class used for extending the [MultiplayerAPI].,[Multiplayerapi]の拡張に使用される基本クラス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
OtherObject,,Object,MultiplayerPeer,PacketPeer                < RefCounted < Object,📑,⭐⭐⭐⭐,4,❓,,[Multiplayerapi]で使用される専門の[Packetpeer]の抽象クラス。,,Abstract class for specialized [PacketPeer]s used by the [MultiplayerAPI].,[Multiplayerapi]で使用される専門の[Packetpeer]の抽象クラス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,MultiplayerPeerExtension,MultiplayerPeer                < PacketPeer < RefCounted < Object,📑,⭐,1,❓,,GDExtensionを介してカスタムマルチプレイヤーAPIネットワークレイヤーを実装するために継承できるクラス。,,Class that can be inherited to implement custom multiplayer API networking layers via GDExtension.,GDExtensionを介してカスタムマルチプレイヤーAPIネットワークレイヤーを実装するために継承できるクラス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Node,,MultiplayerSpawner,MultiplayerSpawner,なし,📑,⭐⭐,2,❓,,スポーン可能なノードを当局から他のマルチプレイヤーピアに自動的に複製します。,,Automatically replicates spawnable nodes from the authority to other multiplayer peers.,スポーン可能なノードを当局から他のマルチプレイヤーピアに自動的に複製します。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,MultiplayerSynchronizer,MultiplayerSynchronizer,なし,📑,⭐⭐,2,❓,,マルチプレイヤー当局からリモートピアにプロパティを同期させます。,,Synchronizes properties from the multiplayer authority to the remote peers.,マルチプレイヤー当局からリモートピアにプロパティを同期させます。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Mutex,RefCounted                < Object,📑,⭐⭐⭐,3,,,同期ミューテックス（相互除外）。,,A synchronization mutex (mutual exclusion).,同期ミューテックス（相互除外）。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,NavigationAgent2D,NavigationAgent2D,Node                < Object,📑,⭐⭐⭐⭐⭐,5,,,衝突回避のためにナビゲーションで使用される2Dエージェント。,,2D Agent used in navigation for collision avoidance.,衝突回避のためにナビゲーションで使用される2Dエージェント。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node,,NavigationAgent3D,NavigationAgent3D,Node                < Object,📑,⭐⭐⭐⭐⭐,5,,,衝突回避のためにナビゲーションで使用される3Dエージェント。,,3D Agent used in navigation for collision avoidance.,衝突回避のためにナビゲーションで使用される3Dエージェント。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node2D,,NavigationLink2D,NavigationLink2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐,3,❓,,[NavigationServer2D]がエージェントをルーティングできる2つの位置の間にリンクを作成します。,,Creates a link between two positions that [NavigationServer2D] can route agents through.,[NavigationServer2D]がエージェントをルーティングできる2つの位置の間にリンクを作成します。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,NavigationLink3D,NavigationLink3D,Node3D                < Node < Object,📑,⭐⭐⭐,3,❓,,[NavigationServer3D]がエージェントをルーティングできる2つの位置間のリンクを作成します。,,Creates a link between two positions that [NavigationServer3D] can route agents through.,[NavigationServer3D]がエージェントをルーティングできる2つの位置間のリンクを作成します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Resource,,NavigationMesh,NavigationMesh,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,歩きやすい領域と障害物を近似するメッシュ。,,A mesh to approximate the walkable areas and obstacles.,歩きやすい領域と障害物を近似するメッシュ。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationMeshGenerator,Object,📑,⭐⭐⭐⭐,4,,,ナビゲーションメッシュを作成およびクリアするためのヘルパークラス。,,Helper class for creating and clearing navigation meshes.,ナビゲーションメッシュを作成およびクリアするためのヘルパークラス。,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node2D,,NavigationObstacle2D,NavigationObstacle2D,Node                < Object,📑,⭐⭐⭐⭐,4,,,衝突回避のためにナビゲーションで使用される2D障害。,,2D Obstacle used in navigation for collision avoidance.,衝突回避のためにナビゲーションで使用される2D障害。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,NavigationObstacle3D,NavigationObstacle3D,Node                < Object,📑,⭐⭐⭐⭐,4,,,衝突回避のためにナビゲーションで使用される3D障害。,,3D Obstacle used in navigation for collision avoidance.,衝突回避のためにナビゲーションで使用される3D障害。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationPathQueryParameters2D,RefCounted                < Object,📑,⭐⭐,2,❓,,2Dナビゲーションパスクエリに送信されるパラメーター。,,Parameters to be sent to a 2D navigation path query.,2Dナビゲーションパスクエリに送信されるパラメーター。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationPathQueryParameters3D,RefCounted                < Object,📑,⭐⭐,2,❓,,3Dナビゲーションパスクエリに送信されるパラメーター。,,Parameters to be sent to a 3D navigation path query.,3Dナビゲーションパスクエリに送信されるパラメーター。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationPathQueryResult2D,RefCounted                < Object,📑,⭐⭐,2,❓,,[NavigationPathQueryParameters2d]ナビゲーションパスクエリの結果。,,Result from a [NavigationPathQueryParameters2D] navigation path query.,[NavigationPathQueryParameters2d]ナビゲーションパスクエリの結果。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationPathQueryResult3D,RefCounted                < Object,📑,⭐⭐,2,❓,,[NavigationPathQueryParameters3D]ナビゲーションパスクエリの結果。,,Result from a [NavigationPathQueryParameters3D] navigation path query.,[NavigationPathQueryParameters3D]ナビゲーションパスクエリの結果。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Resource,,NavigationPolygon,NavigationPolygon,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,ナビゲーションポリゴンを作成するために頂点の輪郭を描画したり、頂点のインデックスを使用したりする方法があるノード。,,A node that has methods to draw outlines or use indices of vertices to create navigation polygons.,ナビゲーションポリゴンを作成するために頂点の輪郭を描画したり、頂点のインデックスを使用したりする方法があるノード。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,NavigationRegion2D,NavigationRegion2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐,4,,,2Dナビゲーションマップの領域。,,A region of the 2D navigation map.,2Dナビゲーションマップの領域。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,NavigationRegion3D,NavigationRegion3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐,4,,,ナビゲーションマップの領域。,,A region of the navigation map.,ナビゲーションマップの領域。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationServer2D,Object,📑,⭐⭐⭐⭐,4,,,低レベルの2Dナビゲーションアクセス用のサーバーインターフェイス。,,Server interface for low-level 2D navigation access.,低レベルの2Dナビゲーションアクセス用のサーバーインターフェイス。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,NavigationServer3D,Object,📑,⭐⭐⭐⭐,4,,,低レベルの3Dナビゲーションアクセス用のサーバーインターフェイス。,,Server interface for low-level 3D navigation access.,低レベルの3Dナビゲーションアクセス用のサーバーインターフェイス。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Control,,NinePatchRect,NinePatchRect,Control                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐⭐,5,,,テクスチャの中心と側面をタイル張るが、コーナーの元のサイズを保持するスケーラブルなテクスチャベースのフレーム。パネルやダイアログボックスに最適です。,,Scalable texture-based frame that tiles the texture's centers and sides、 but keeps the corners' original size. Perfect for panels and dialog boxes.,テクスチャの中心と側面をタイル張りするスケーラブルなテクスチャベースのフレーム、コーナーの元のサイズを保持します。パネルやダイアログボックスに最適です。,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,Node,Node,Object,📑,⭐⭐⭐⭐⭐,5,,,すべての[i]シーン[/i]オブジェクトのベースクラス。,,Base class for all [i]scene[/i] objects.,すべての[i]シーン[/i]オブジェクトのベースクラス。,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,Node2D,Node2D,CanvasItem                < Node < Object,📑,⭐⭐⭐⭐⭐,5,,,すべての2D関連ノードで継承された2Dゲームオブジェクト。位置、回転、スケール、Zインデックスがあります。,,A 2D game object、 inherited by all 2D-related nodes. Has a position、 rotation、 scale、 and Z index.,すべての2D関連ノードによって継承された2Dゲームオブジェクト。位置、回転、スケール、およびZインデックスがあります。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,Node3D,Node3D,Node                < Object,📑,⭐⭐⭐⭐⭐,5,,,すべての3D関連ノードの親、最も基本的な3Dゲームオブジェクト。,,Most basic 3D game object、 parent of all 3D-related nodes.,ほとんどの基本的な3Dゲームオブジェクト、すべての3D関連ノードの親。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Node3DGizmo,RefCounted                < Object,📑,⭐,1,,, - ,,-, - ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,NodePath,NodePath,なし,📑,⭐⭐⭐⭐⭐,5,,,事前に分類されたシーンツリーパス。,,Pre-parsed scene tree path.,事前に分類されたシーンツリーパス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,Noise,なし,📑,⭐⭐,2,,,ノイズジェネレーターの抽象的なベースクラス。,,Abstract base class for noise generators.,ノイズジェネレーターの抽象的なベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,Object,NoiseTexture2D,なし,📑,⭐⭐⭐⭐,4,,,ノイズオブジェクトによって生成されたノイズで満たされたテクスチャ。,,A texture filled with noise generated by a Noise object.,ノイズオブジェクトによって生成されたノイズで満たされたテクスチャ。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,Object,Object,なし,📑,⭐⭐⭐⭐,4,,,エンジン内の他のすべてのクラスのベースクラス。,,Base class for all other classes in the engine.,エンジン内の他のすべてのクラスのベースクラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Resource,,Occluder3D,Occluder3D,Resource                < RefCounted < Object,📑,⭐⭐⭐,3,,,[OccluderInstance3d]でオクルージョンカリングを使用して使用するためのオクルーダー形状リソース。,,Occluder shape resource for use with occlusion culling in [OccluderInstance3D].,[OccluderInstance3d]でオクルージョンカリングを使用して使用するためのオクルーダー形状リソース。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,OccluderInstance3D,OccluderInstance3D,Node3D                < Node < Object,📑,⭐⭐,2,,,3Dノードの閉塞診断を提供し、閉じたエリアでのパフォーマンスを向上させます。,,Provides occlusion culling for 3D nodes、 which improves performance in closed areas.,閉鎖エリアでのパフォーマンスを向上させる3Dノードの閉塞カリングを提供します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Resource,,OccluderPolygon2D,OccluderPolygon2D,Resource                < RefCounted < Object,📑,⭐⭐,2,,,lightoccluder2dの2Dポリゴンを定義します。,,Defines a 2D polygon for LightOccluder2D.,lightoccluder2dの2Dポリゴンを定義します。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,OfflineMultiplayerPeer,MultiplayerPeer                < PacketPeer < RefCounted < Object,📑,⭐,1,❓,,常に接続され、サーバーとして機能する[Multiplayerpeer]。,,A [MultiplayerPeer] which is always connected and acts as a server.,常に接続され、サーバーとして機能する[Multiplayerpeer]。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OggPacketSequence,なし,📑,⭐,1,,,OGGパケットのシーケンス。,,A sequence of Ogg packets.,OGGパケットのシーケンス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,OggPacketSequencePlayback,なし,📑,⭐⭐,2,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,OmniLight3D,OmniLight3D,Light3D                < VisualInstance3D < Node3D < Node < Object,📑,⭐⭐⭐,3,,,電球やろうそくなどの全誘導光。,,Omnidirectional light、 such as a light bulb or a candle.,電球やろうそくなどの全方向性光。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
Resource,,Object,OpenXRAction,なし,📑,⭐⭐,2,❓,,OpenXRアクション。,,An OpenXR action.,OpenXRアクション。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OpenXRActionMap,なし,📑,⭐⭐,2,❓,,OpenXRモジュール用のOpenXRactionSetおよびOpenXRINTERACTIONPROFILEリソースのコレクション。,,Collection of OpenXRActionSet and OpenXRInteractionProfile resources for the OpenXR module.,OpenXRモジュール用のOpenXRactionSetおよびOpenXRINTERACTIONPROFILEリソースのコレクション。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OpenXRActionSet,なし,📑,⭐⭐,2,❓,,アクションセットを構成するOpenXRactionリソースのコレクション。,,Collection of OpenXRAction resources that make up an action set.,アクションセットを構成するOpenXRactionリソースのコレクション。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,Object,OpenXRHand,なし,📑,⭐⭐,2,❓,,OpenXRでの指の追跡をサポートするノード。,,Node supporting finger tracking in OpenXR.,OpenXRでの指の追跡をサポートするノード。,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OpenXRInteractionProfile,なし,📑,⭐⭐,2,❓,,OpenXR用の提案されたバインディングオブジェクト。,,Suggested bindings object for OpenXR.,OpenXR用の提案されたバインディングオブジェクト。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,OpenXRInterface,なし,📑,⭐⭐,2,❓,,OpenXRインターフェイス。,,Our OpenXR interface.,OpenXRインターフェイス。,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OpenXRIPBinding,なし,📑,⭐⭐,2,❓,,OpenXRactionとXR入力または出力の間のバインディングを定義します。,,Defines a binding between an OpenXRAction and an XR input or output.,OpenXRactionとXR入力または出力の間のバインディングを定義します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,OptimizedTranslation,Translation                < Resource < RefCounted < Object,📑,⭐⭐,2,,,最適化された翻訳。,,Optimized translation.,最適化された翻訳。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,OptionButton,OptionButton,Button                < BaseButton < Control < CanvasItem < Node < Object,📑,⭐⭐⭐,3,,,押したときに選択可能なオプションを提供するボタン制御。,,Button control that provides selectable options when pressed.,押したときに選択可能なオプションを提供するボタン制御。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,ORMMaterial3D,ORMMaterial3D,BaseMaterial3D                < Material < Resource < RefCounted < Object,📑,⭐,1,,,3Dオブジェクトに適用できる物理ベースのレンダリング（PBR）材料は、ORMテクスチャを使用できます。,,Physically based rendering (PBR) material that can be applied to 3D objects、 can use an ORM texture.,3Dオブジェクトに適用できる物理ベースのレンダリング（PBR）材料は、ORMテクスチャを使用できます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,OS,Object,📑,⭐⭐⭐⭐⭐,5,,,オペレーティングシステム機能。,,Operating System functions.,オペレーティングシステム機能。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedByteArray,PackedByteArray,なし,📑,⭐⭐⭐⭐⭐,5,,,バイトの詰め込まれた配列。,,A packed array of bytes.,バイトの詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedColorArray,PackedColorArray,なし,📑,⭐⭐,2,,,[色]の詰め込まれた配列。,,A packed array of [Color]s.,[色]の詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,PackedDataContainer,PackedDataContainer,Resource                < RefCounted < Object,📑,⭐⭐,2,,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PackedDataContainerRef,RefCounted                < Object,📑,⭐⭐,2,❓,,[PackedDatacontainer]の参照カウントバージョン。,,Reference-counted version of [PackedDataContainer].,[PackedDatacontainer]の参照カウントバージョン。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedFloat32Array,PackedFloat32Array,なし,📑,⭐⭐⭐,3,,,32ビットフローティングポイント値の詰め込まれた配列。,,A packed array of 32-bit floating-point values.,32ビットフローティングポイント値の詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedFloat64Array,PackedFloat64Array,なし,📑,⭐⭐⭐,3,,,64ビットの浮動小数点値の詰め込まれた配列。,,A packed array of 64-bit floating-point values.,64ビットの浮動小数点値の詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedInt32Array,PackedInt32Array,なし,📑,⭐⭐⭐,3,,,32ビット整数の詰められた配列。,,A packed array of 32-bit integers.,32ビット整数の詰められた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedInt64Array,PackedInt64Array,なし,📑,⭐⭐⭐,3,,,64ビット整数の詰められた配列。,,A packed array of 64-bit integers.,64ビット整数の詰められた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,PackedScene,PackedScene,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐⭐,5,,,シリアル化されたシーンの抽象化。,,An abstraction of a serialized scene.,シリアル化されたシーンの抽象化。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedStringArray,PackedStringArray,なし,📑,⭐⭐⭐⭐,4,,,[string] sのパックアレイ。,,A packed array of [String]s.,[string] sの詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Type,,PackedVector2Array,PackedVector2Array,なし,📑,⭐⭐⭐,3,,,[Vector2]の詰められた配列。,,A packed array of [Vector2]s.,[Vector2]の詰められた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
